sleeper_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_yd,rush_td,rush_fd,rush_att,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,bonus_rec_wr,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,week,yds_allow_400_449,yahoo_id,yahoo_name,player_id,name,status,position_type,eligible_positions,selected_position,team_id,team_name,shape,scale
9756,74.0,7.24,11.53,9.38,33.0,,,,,,1.0,52.29,6.8,0.3,5.23,0.86,0.43,0.43,0.86,1.29,0.86,4.29,,,,,,,,,,,,,,,3.14,,0.31,0.3,0.06,,,,,4.29,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40042,Jordan Addison,40042,Jordan Addison,,O,"['WR', 'W/R/T']",W/R/T,6,Revenge szn ong,4.074661068674050,3.2125371360665500
9511,96.0,8.98,10.06,9.52,30.0,,,,,,1.0,12.0,1.4,0.25,1.2,0.22,0.11,0.11,0.22,0.32,0.22,1.08,,,,,,,,,,,,,,,43.0,0.33,4.3,8.1,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40641,Keaton Mitchell,40641,Keaton Mitchell,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,1.3548743408237900,7.196239316239320
9511,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40641,Keaton Mitchell,40641,Keaton Mitchell,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,1.3548743408237900,7.196239316239320
9511,213.0,3.97,5.06,4.52,49.0,,,,,,1.0,8.53,1.4,,0.85,0.22,0.11,0.11,0.22,0.33,0.22,1.1,,,,,,,,,,,,,,,23.82,0.12,2.38,5.5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40641,Keaton Mitchell,40641,Keaton Mitchell,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,1.3548743408237900,7.196239316239320
10229,100.0,6.38,9.95,8.16,42.0,,,,,,1.0,43.54,5.1,0.34,4.35,0.71,0.36,0.36,0.71,1.07,0.71,3.57,,,,,,,,,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40084,Rashee Rice,40084,Rashee Rice,,O,"['WR', 'W/R/T']",BN,6,Revenge szn ong,6.46274740931315,1.2951148280897400
10229,90.0,6.19,9.66,7.92,41.0,,,,,,1.0,42.27,5.1,0.33,4.23,0.69,0.35,0.35,0.69,1.04,0.69,3.47,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40084,Rashee Rice,40084,Rashee Rice,,O,"['WR', 'W/R/T']",BN,6,Revenge szn ong,6.46274740931315,1.2951148280897400
10229,102.0,6.22,9.7,7.96,47.0,,,,,,1.0,42.45,5.1,0.33,4.24,0.7,0.35,0.35,0.7,1.04,0.7,3.48,,,,,,,,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40084,Rashee Rice,40084,Rashee Rice,,O,"['WR', 'W/R/T']",BN,6,Revenge szn ong,6.46274740931315,1.2951148280897400
8183,68.0,20.46,20.46,20.46,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,0.08,1.35,4.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,269.5,0.06,1.65,1.04,0.69,10.03,26.95,0.35,19.67,29.7,0.06,66.24,,,,,,,,,12,,34218,Brock Purdy,34218,Brock Purdy,,O,['QB'],BN,6,Revenge szn ong,11.730045872740300,1.6502919263927600
8183,130.0,15.89,15.89,15.89,18.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,0.07,1.15,3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,200.23,0.05,1.3,0.9,0.6,10.02,20.02,0.3,16.98,27.0,0.05,62.88,,,,,,,,,13,,34218,Brock Purdy,34218,Brock Purdy,,O,['QB'],BN,6,Revenge szn ong,11.730045872740300,1.6502919263927600
8183,130.0,16.6,16.6,16.6,20.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,0.07,1.2,3.6,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,209.15,0.05,1.36,0.94,0.63,9.27,20.91,0.31,17.73,27.0,0.05,65.68,,,,,,,,,14,,34218,Brock Purdy,34218,Brock Purdy,,O,['QB'],BN,6,Revenge szn ong,11.730045872740300,1.6502919263927600
8129,193.0,4.81,5.5,5.16,48.0,,,,,,1.0,5.13,0.9,0.02,0.51,0.14,0.07,0.07,0.14,0.21,0.14,0.69,,,,,,,,,,,,,,,30.17,0.19,3.02,6.9,0.02,0.69,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34063,Dameon Pierce,34063,Dameon Pierce,Q,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.7034179633167000,1.9904392764857900
8129,135.0,5.91,6.67,6.29,34.0,,,,,,1.0,5.6,1.0,0.02,0.56,0.15,0.08,0.08,0.15,0.23,0.15,0.76,,,,,,,,,,,,,,,37.9,0.24,3.79,8.9,0.03,0.76,,,,,,,,,,,,,,,,,,,,,,0.07,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34063,Dameon Pierce,34063,Dameon Pierce,Q,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.7034179633167000,1.9904392764857900
8129,188.0,5.48,6.12,5.8,41.0,,,,,,1.0,4.73,0.9,0.02,0.47,0.13,0.06,0.06,0.13,0.19,0.13,0.64,,,,,,,,,,,,,,,35.54,0.22,3.55,8.9,0.03,0.64,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34063,Dameon Pierce,34063,Dameon Pierce,Q,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.7034179633167000,1.9904392764857900
9508,147.0,5.31,7.79,6.55,37.0,,,,,,1.0,17.9,3.4,0.11,1.79,0.5,0.25,0.25,0.5,0.74,0.5,2.48,,,,,,,,,,,,,,,21.17,0.13,2.12,5.2,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40119,Tyjae Spears,40119,Tyjae Spears,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.1539597939619400,1.9848065317713900
9508,113.0,5.43,7.97,6.7,30.0,,,,,,1.0,18.32,3.4,0.11,1.83,0.51,0.25,0.25,0.51,0.76,0.51,2.54,,,,,,,,,,,,,,,21.66,0.13,2.17,5.2,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40119,Tyjae Spears,40119,Tyjae Spears,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.1539597939619400,1.9848065317713900
9508,155.0,5.21,7.64,6.43,36.0,,,,,,1.0,17.57,3.4,0.11,1.76,0.49,0.24,0.24,0.49,0.73,0.49,2.43,,,,,,,,,,,,,,,20.78,0.12,2.08,5.2,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40119,Tyjae Spears,40119,Tyjae Spears,,O,"['RB', 'W/R/T']",BN,6,Revenge szn ong,3.1539597939619400,1.9848065317713900
NO,999.0,6.7,6.7,6.7,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,310.74,4.43,0.06,2.49,1.0,20.5,11.45,0.06,0.77,0.53,0.69,0.12,52.99,41.54,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,100018,New Orleans,100018,New Orleans,,DT,['DEF'],DEF,6,Revenge szn ong,1.3473015111537500,5.863572433192690
NO,999.0,5.46,5.46,5.46,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.85,3.62,0.05,2.0,,24.25,9.35,0.05,0.62,0.43,0.56,0.1,43.25,33.91,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,13,,100018,New Orleans,100018,New Orleans,,DT,['DEF'],DEF,6,Revenge szn ong,1.3473015111537500,5.863572433192690
NO,999.0,7.58,7.58,7.58,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,314.64,5.09,0.07,2.77,,21.5,13.16,0.07,0.86,0.59,0.79,0.14,60.9,47.74,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,100018,New Orleans,100018,New Orleans,,DT,['DEF'],DEF,6,Revenge szn ong,1.3473015111537500,5.863572433192690
NYJ,999.0,6.4,6.4,6.4,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.22,4.14,0.05,2.4,,23.5,9.73,0.05,0.73,0.51,0.72,0.1,42.29,32.56,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,12,,100020,New York,100020,New York,,DT,['DEF'],BN,6,Revenge szn ong,2.0363128491620100,4.419753086419760
NYJ,999.0,7.25,7.25,7.25,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,319.97,5.28,0.06,2.64,1.0,20.25,12.4,0.06,0.8,0.55,0.92,0.12,53.92,41.51,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,100020,New York,100020,New York,,DT,['DEF'],BN,6,Revenge szn ong,2.0363128491620100,4.419753086419760
NYJ,999.0,7.08,7.08,7.08,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,349.59,5.17,0.06,2.58,1.0,18.5,12.13,0.06,0.78,0.54,0.9,0.12,52.73,40.6,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,100020,New York,100020,New York,,DT,['DEF'],BN,6,Revenge szn ong,2.0363128491620100,4.419753086419760
1166,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,25812,Kirk Cousins,25812,Kirk Cousins,IR,O,"['QB', 'IR']",IR,6,Revenge szn ong,8.107378723706580,2.3857896194538300
1166,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,25812,Kirk Cousins,25812,Kirk Cousins,IR,O,"['QB', 'IR']",IR,6,Revenge szn ong,8.107378723706580,2.3857896194538300
1166,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,25812,Kirk Cousins,25812,Kirk Cousins,IR,O,"['QB', 'IR']",IR,6,Revenge szn ong,8.107378723706580,2.3857896194538300
6768,91.0,18.95,18.95,18.95,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.04,0.21,0.8,0.17,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,265.39,0.18,1.7,2.01,0.67,10.82,26.54,0.49,22.08,32.9,0.06,67.11,,,,,,,,,12,,32675,Tua Tagovailoa,32675,Tua Tagovailoa,,O,['QB'],QB,7,We are the JIMBO,9.447282940629490,2.024497426423600
6768,54.0,20.89,20.89,20.89,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.04,0.22,0.8,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,278.06,0.19,2.04,2.1,0.7,9.77,27.81,0.51,23.13,32.9,0.06,70.32,,,,,,,,,13,,32675,Tua Tagovailoa,32675,Tua Tagovailoa,,O,['QB'],QB,7,We are the JIMBO,9.447282940629490,2.024497426423600
6768,52.0,20.97,20.97,20.97,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.04,0.22,0.8,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,279.21,0.19,2.05,2.11,0.7,9.67,27.92,0.51,23.23,32.9,0.06,70.61,,,,,,,,,14,,32675,Tua Tagovailoa,32675,Tua Tagovailoa,,O,['QB'],QB,7,We are the JIMBO,9.447282940629490,2.024497426423600
9493,20.0,9.47,15.25,12.36,11.0,,,,,,1.0,66.74,8.1,0.47,6.67,1.16,0.58,0.58,1.16,1.73,1.16,5.78,,,,,,,,,,,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40168,,40168,Puka Nacua,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,3.38201646595091,4.237117159029230
9493,27.0,8.73,14.06,11.4,10.0,,,,,,1.0,61.55,8.1,0.43,6.15,1.07,0.53,0.53,1.07,1.6,1.07,5.33,,,,,,,,,,,,,,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40168,,40168,Puka Nacua,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,3.38201646595091,4.237117159029230
9493,24.0,8.89,14.33,11.61,13.0,,,,,,1.0,62.7,8.1,0.44,6.27,1.09,0.54,0.54,1.09,1.63,1.09,5.43,,,,,,,,,,,,,,,,,,,,,,,,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40168,,40168,Puka Nacua,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,3.38201646595091,4.237117159029230
5937,92.0,6.02,10.37,8.2,40.0,,,,,,1.0,43.85,7.4,0.24,4.39,0.87,0.43,0.43,0.87,1.3,0.87,4.35,,,,,,,,,,,,,,,3.28,,0.33,0.6,0.06,,,,,4.35,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31898,Diontae Johnson,31898,Diontae Johnson,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,1.92779806118595,4.538857142857140
5937,60.0,6.62,11.4,9.01,28.0,,,,,,1.0,48.21,7.4,0.26,4.82,0.96,0.48,0.48,0.96,1.43,0.96,4.78,,,,,,,,,,,,,,,3.6,,0.36,0.65,0.07,,,,,4.78,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31898,Diontae Johnson,31898,Diontae Johnson,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,1.92779806118595,4.538857142857140
5937,63.0,6.86,11.82,9.34,30.0,,,,,,1.0,49.95,7.4,0.27,4.99,0.99,0.5,0.5,0.99,1.49,0.99,4.95,,,,,,,,,,,,,,,3.73,,0.37,0.68,0.07,,,,,4.95,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31898,Diontae Johnson,31898,Diontae Johnson,,O,"['WR', 'W/R/T']",WR,7,We are the JIMBO,1.92779806118595,4.538857142857140
4035,21.0,11.28,15.18,13.23,6.0,,,,,,1.0,32.01,5.1,0.17,3.2,0.78,0.39,0.39,0.78,1.17,0.78,3.91,,,,,,,,,,,,,,,53.84,0.28,5.38,13.4,0.07,3.91,,,,,,,,,,,,,,,,,,,,,,0.07,0.15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,30180,Alvin Kamara,30180,Alvin Kamara,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,9.229103834554070,1.8311637080867900
4035,16.0,11.23,15.12,13.17,7.0,,,,,,1.0,31.86,5.1,0.17,3.19,0.78,0.39,0.39,0.78,1.17,0.78,3.89,,,,,,,,,,,,,,,53.6,0.28,5.36,13.4,0.07,3.89,,,,,,,,,,,,,,,,,,,,,,0.07,0.15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,30180,Alvin Kamara,30180,Alvin Kamara,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,9.229103834554070,1.8311637080867900
4035,20.0,11.78,15.87,13.82,6.0,,,,,,1.0,33.44,5.1,0.17,3.34,0.82,0.41,0.41,0.82,1.22,0.82,4.08,,,,,,,,,,,,,,,56.26,0.3,5.63,13.4,0.08,4.08,,,,,,,,,,,,,,,,,,,,,,0.07,0.15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,30180,Alvin Kamara,30180,Alvin Kamara,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,9.229103834554070,1.8311637080867900
6813,19.0,12.26,15.23,13.75,5.0,,,,,,1.0,22.99,3.8,0.11,2.3,0.59,0.3,0.3,0.59,0.89,0.59,2.97,,,,,,,,,,,,,,,57.0,0.63,5.7,19.6,0.18,2.97,,,,,,,,,,,,,,,,,,,,,,0.18,0.28,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,32711,Jonathan Taylor,32711,Jonathan Taylor,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,4.810904717359350,2.494333333333330
6813,7.0,14.56,17.33,15.94,3.0,,,,,,1.0,21.49,3.8,0.1,2.15,0.56,0.28,0.28,0.56,0.83,0.56,2.78,,,,,,,,,,,,,,,83.76,0.6,8.38,19.6,0.18,2.78,,,,,,,,,,,,,,,,,,,,,,0.17,0.26,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,32711,Jonathan Taylor,32711,Jonathan Taylor,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,4.810904717359350,2.494333333333330
6813,14.0,14.15,16.85,15.5,4.0,,,,,,1.0,20.9,3.8,0.1,2.09,0.54,0.27,0.27,0.54,0.81,0.54,2.7,,,,,,,,,,,,,,,81.43,0.58,8.14,19.6,0.17,2.7,,,,,,,,,,,,,,,,,,,,,,0.17,0.26,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,32711,Jonathan Taylor,32711,Jonathan Taylor,,O,"['RB', 'W/R/T']",RB,7,We are the JIMBO,4.810904717359350,2.494333333333330
4381,195.0,2.52,2.72,2.62,41.0,,,,,,1.0,1.91,0.3,0.03,0.19,0.04,0.02,0.02,0.04,0.06,0.04,0.19,,,,,,,,,,,,,,,12.42,0.13,1.24,2.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.03,,,,,,,,,1.75,,0.01,0.01,0.01,0.17,0.18,0.01,0.23,0.4,,57.96,,,,,,,,,12,,30614,Taysom Hill,30614,Taysom Hill,,O,"['TE', 'W/R/T']",TE,7,We are the JIMBO,1.2173578474028700,6.890332220632650
4381,174.0,2.51,2.7,2.61,38.0,,,,,,1.0,1.9,0.3,0.03,0.19,0.04,0.02,0.02,0.04,0.06,0.04,0.19,,,,,,,,,,,,,,,12.36,0.13,1.24,2.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.03,,,,,,,,,1.75,,0.01,0.01,0.01,0.17,0.17,0.01,0.23,0.4,,57.7,,,,,,,,,13,,30614,Taysom Hill,30614,Taysom Hill,,O,"['TE', 'W/R/T']",TE,7,We are the JIMBO,1.2173578474028700,6.890332220632650
4381,200.0,2.64,2.84,2.74,42.0,,,,,,1.0,1.99,0.31,0.03,0.2,0.04,0.02,0.02,0.04,0.06,0.04,0.2,,,,,,,,,,,,,,,12.97,0.13,1.3,2.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.03,,,,,,,,,1.83,,0.02,0.02,0.02,0.16,0.18,0.02,0.24,0.4,,60.56,,,,,,,,,14,,30614,Taysom Hill,30614,Taysom Hill,,O,"['TE', 'W/R/T']",TE,7,We are the JIMBO,1.2173578474028700,6.890332220632650
4039,6.0,11.17,18.25,14.71,4.0,,,,,,1.0,78.3,10.0,0.56,7.83,1.42,0.71,0.71,1.42,2.12,1.42,7.08,,,,,,,,,,,,,,,1.43,,0.14,0.32,0.08,,,,,7.08,,,,,,,,,,,,,,,,,,,0.08,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,12,,30182,Cooper Kupp,30182,Cooper Kupp,Q,O,"['WR', 'W/R/T']",W/R/T,7,We are the JIMBO,1.2183370551342400,7.865913043478260
4039,4.0,11.44,18.36,14.9,2.0,,,,,,1.0,81.91,10.6,0.54,8.19,1.38,0.69,0.69,1.38,2.08,1.38,6.92,,,,,,,,,,,,,,,1.4,,0.14,0.31,0.08,,,,,6.92,,,,,,,,,,,,,,,,,,,0.08,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,13,,30182,Cooper Kupp,30182,Cooper Kupp,Q,O,"['WR', 'W/R/T']",W/R/T,7,We are the JIMBO,1.2183370551342400,7.865913043478260
4039,5.0,11.65,18.7,15.18,4.0,,,,,,1.0,83.45,10.6,0.55,8.34,1.41,0.7,0.7,1.41,2.11,1.41,7.05,,,,,,,,,,,,,,,1.43,,0.14,0.32,0.08,,,,,7.05,,,,,,,,,,,,,,,,,,,0.08,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,14,,30182,Cooper Kupp,30182,Cooper Kupp,Q,O,"['WR', 'W/R/T']",W/R/T,7,We are the JIMBO,1.2183370551342400,7.865913043478260
4179,122.0,17.62,17.62,17.62,16.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,,2.98,6.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,225.68,,1.06,0.44,0.79,11.23,22.57,,21.07,32.3,,65.23,,,,,,,,,12,,30248,Joshua Dobbs,30248,Joshua Dobbs,,O,['QB'],BN,7,We are the JIMBO,5.184151410882300,3.464054267490130
4179,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,30248,Joshua Dobbs,30248,Joshua Dobbs,,O,['QB'],BN,7,We are the JIMBO,5.184151410882300,3.464054267490130
4179,116.0,17.31,17.31,17.31,18.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.28,,2.93,6.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,221.73,,1.04,0.43,0.78,11.6,22.17,,20.7,32.3,,64.09,,,,,,,,,14,,30248,Joshua Dobbs,30248,Joshua Dobbs,,O,['QB'],BN,7,We are the JIMBO,5.184151410882300,3.464054267490130
7600,121.0,3.92,6.43,5.17,19.0,,,,,,1.0,27.19,3.9,0.2,2.72,0.5,0.25,0.25,0.5,0.75,0.5,2.51,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33443,Pat Freiermuth,33443,Pat Freiermuth,,O,"['TE', 'W/R/T']",BN,7,We are the JIMBO,1.111167002012070,4.229787234042550
7600,105.0,3.93,6.47,5.2,18.0,,,,,,1.0,27.56,3.9,0.2,2.76,0.51,0.25,0.25,0.51,0.76,0.51,2.54,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33443,Pat Freiermuth,33443,Pat Freiermuth,,O,"['TE', 'W/R/T']",BN,7,We are the JIMBO,1.111167002012070,4.229787234042550
7600,122.0,4.07,6.71,5.39,18.0,,,,,,1.0,28.55,3.9,0.2,2.86,0.53,0.26,0.26,0.53,0.79,0.53,2.64,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33443,Pat Freiermuth,33443,Pat Freiermuth,,O,"['TE', 'W/R/T']",BN,7,We are the JIMBO,1.111167002012070,4.229787234042550
9226,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40118,De'Von Achane,40118,De'Von Achane,O,O,"['RB', 'W/R/T', 'IR']",BN,7,We are the JIMBO,0.9667093553342870,20.31634419551940
9226,50.0,9.85,12.2,11.03,21.0,,,,,,1.0,18.47,2.9,0.09,1.85,0.47,0.24,0.24,0.47,0.71,0.47,2.35,,,,,,,,,,,,,,,56.59,0.34,5.66,11.8,0.11,2.35,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40118,De'Von Achane,40118,De'Von Achane,O,O,"['RB', 'W/R/T', 'IR']",BN,7,We are the JIMBO,0.9667093553342870,20.31634419551940
9226,75.0,9.89,12.25,11.07,25.0,,,,,,1.0,18.55,2.9,0.09,1.85,0.47,0.24,0.24,0.47,0.71,0.47,2.36,,,,,,,,,,,,,,,56.83,0.34,5.68,11.8,0.11,2.36,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40118,De'Von Achane,40118,De'Von Achane,O,O,"['RB', 'W/R/T', 'IR']",BN,7,We are the JIMBO,0.9667093553342870,20.31634419551940
7594,137.0,7.08,8.19,7.64,36.0,,,,,,1.0,8.13,1.6,0.05,0.81,0.22,0.11,0.11,0.22,0.33,0.22,1.1,,,,,,,,,,,,,,,41.76,0.33,4.18,11.2,0.08,1.1,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33514,Chuba Hubbard,33514,Chuba Hubbard,,O,"['RB', 'W/R/T']",BN,7,We are the JIMBO,3.623040247728740,1.9348391187192900
7594,108.0,7.11,8.22,7.67,29.0,,,,,,1.0,8.17,1.6,0.05,0.82,0.22,0.11,0.11,0.22,0.33,0.22,1.11,,,,,,,,,,,,,,,41.96,0.33,4.2,11.2,0.07,1.11,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33514,Chuba Hubbard,33514,Chuba Hubbard,,O,"['RB', 'W/R/T']",BN,7,We are the JIMBO,3.623040247728740,1.9348391187192900
