player_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rush_yd,rush_fd,rush_att,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_wr,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_td,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,Week,yds_allow_400_449,sleeper_id,yahoo_id,yahoo_name
9494,307.0,1.17,1.78,1.47,124.0,,,,,,1.0,0.16,0.02,0.01,8.55,1.1,0.05,0.86,0.12,0.06,0.06,0.12,0.18,0.12,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,9494,,
9494,263.0,1.26,1.92,1.59,102.0,,,,,,1.0,0.17,0.02,0.01,9.2,1.1,0.05,0.92,0.13,0.07,0.07,0.13,0.2,0.13,0.66,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,9494,,
9494,300.0,1.22,1.87,1.54,124.0,,,,,,1.0,0.17,0.02,0.01,8.96,1.1,0.05,0.9,0.13,0.06,0.06,0.13,0.19,0.13,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,9494,,
5536,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5536,31457.0,Dontrell Hilliard
5536,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,5536,31457.0,Dontrell Hilliard
5536,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5536,31457.0,Dontrell Hilliard
9226,147.0,6.49,8.21,7.35,36.0,,,,,,1.0,36.01,3.6,7.9,13.49,2.2,0.07,1.35,0.34,0.17,0.17,0.34,0.52,0.34,1.72,,,,,,,,,,,,,,,,0.21,0.07,1.72,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,9226,40118.0,De'Von Achane
9226,51.0,9.85,12.2,11.03,21.0,,,,,,1.0,56.59,5.66,11.8,18.47,2.9,0.09,1.85,0.47,0.24,0.24,0.47,0.71,0.47,2.35,,,,,,,,,,,,,,,,0.34,0.11,2.35,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,9226,40118.0,De'Von Achane
9226,75.0,9.89,12.25,11.07,25.0,,,,,,1.0,56.83,5.68,11.8,18.55,2.9,0.09,1.85,0.47,0.24,0.24,0.47,0.71,0.47,2.36,,,,,,,,,,,,,,,,0.34,0.11,2.36,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,9226,40118.0,De'Von Achane
6956,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6956,,
6956,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6956,,
6956,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6956,,
JAX,999.0,6.38,6.38,6.38,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.86,4.37,0.06,2.35,,23.75,11.58,0.04,0.81,0.53,0.64,0.08,55.59,44.01,0.04,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,12,,JAX,100030.0,Jacksonville
JAX,999.0,6.94,6.94,6.94,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.9,4.92,0.06,2.57,1.0,17.5,13.05,0.06,0.77,0.57,0.72,0.12,62.61,49.56,0.06,0.07,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,JAX,100030.0,Jacksonville
JAX,999.0,7.05,7.05,7.05,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,305.67,4.81,0.07,2.56,,23.25,12.76,0.07,0.77,0.57,0.71,0.14,61.25,48.49,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,JAX,100030.0,Jacksonville
10229,97.0,6.38,9.95,8.16,42.0,,,,,,1.0,,,,43.54,5.1,0.34,4.35,0.71,0.36,0.36,0.71,1.07,0.71,3.57,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,10229,40084.0,Rashee Rice
10229,91.0,6.19,9.66,7.92,41.0,,,,,,1.0,,,,42.27,5.1,0.33,4.23,0.69,0.35,0.35,0.69,1.04,0.69,3.47,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,10229,40084.0,Rashee Rice
10229,102.0,6.22,9.7,7.96,47.0,,,,,,1.0,,,,42.45,5.1,0.33,4.24,0.7,0.35,0.35,0.7,1.04,0.7,3.48,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,10229,40084.0,Rashee Rice
3357,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,3357,,
3357,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,3357,,
3357,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,3357,,
6957,999.0,,,,170.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,12,,6957,,
6957,999.0,,,,147.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,13,,6957,,
6957,999.0,,,,169.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,14,,6957,,
2374,61.0,7.94,12.04,9.99,28.0,,,,,,1.0,0.52,0.05,0.06,56.06,6.7,0.4,5.61,0.82,0.41,0.41,0.82,1.23,0.82,4.1,4.1,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2374,28457.0,Tyler Lockett
2374,63.0,7.39,11.21,9.3,29.0,,,,,,1.0,0.48,0.05,0.05,52.26,6.1,0.37,5.23,0.76,0.38,0.38,0.76,1.14,0.76,3.82,3.82,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2374,28457.0,Tyler Lockett
2374,68.0,7.64,11.58,9.61,31.0,,,,,,1.0,0.49,0.05,0.05,53.98,6.1,0.38,5.4,0.79,0.39,0.39,0.79,1.18,0.79,3.94,3.94,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2374,28457.0,Tyler Lockett
8917,316.0,0.74,1.59,1.16,130.0,,,,,,1.0,,,,7.39,1.0,,0.74,0.17,0.09,0.09,0.17,0.26,0.17,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17,,,,,,,37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,12,,8917,,
8917,274.0,0.69,1.49,1.09,110.0,,,,,,1.0,,,,6.9,1.0,,0.69,0.16,0.08,0.08,0.16,0.24,0.16,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84,,,,,,,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,13,,8917,,
8917,304.0,0.66,1.41,1.03,126.0,,,,,,1.0,,,,6.56,1.0,,0.66,0.15,0.08,0.08,0.15,0.23,0.15,0.76,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91,,,,,,,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,14,,8917,,
8221,308.0,1.68,2.09,1.89,68.0,,,,,,1.0,9.07,0.91,2.2,2.93,0.5,0.03,0.29,0.08,0.04,0.04,0.08,0.12,0.08,0.4,,,,,,,,,,,,,,,,0.05,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8221,,
8221,257.0,1.59,1.97,1.78,56.0,,,,,,1.0,8.54,0.85,2.2,2.76,0.5,0.03,0.28,0.08,0.04,0.04,0.08,0.11,0.08,0.38,,,,,,,,,,,,,,,,0.05,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8221,,
8221,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8221,,
11140,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,11140,40375.0,Leonard Taylor
11140,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,11140,40375.0,Leonard Taylor
11140,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11140,40375.0,Leonard Taylor
5133,135.0,3.28,5.71,4.5,23.0,,,,,,1.0,,,,23.31,3.9,0.16,2.33,0.49,0.24,0.24,0.49,0.73,0.49,2.43,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5133,31127.0,Tyler Conklin
5133,107.0,3.54,6.16,4.85,19.0,,,,,,1.0,,,,25.14,3.9,0.17,2.51,0.52,0.26,0.26,0.52,0.79,0.52,2.62,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,5133,31127.0,Tyler Conklin
5133,121.0,3.94,6.87,5.4,17.0,,,,,,1.0,,,,28.01,3.9,0.19,2.8,0.58,0.29,0.29,0.58,0.88,0.58,2.92,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5133,31127.0,Tyler Conklin
5695,289.0,1.57,2.48,2.03,111.0,,,,,,1.0,4.94,0.49,0.62,6.57,1.3,0.07,0.66,0.18,0.09,0.09,0.18,0.27,0.18,0.91,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,12,,5695,,
5695,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,5695,,
5695,317.0,0.69,1.1,0.9,134.0,,,,,,1.0,2.18,0.22,0.28,2.9,0.6,0.03,0.29,0.08,0.04,0.04,0.08,0.12,0.08,0.41,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,14,,5695,,
4189,281.0,0.13,0.26,0.19,82.0,,,,,,1.0,,,,1.31,0.2,,0.13,0.03,0.01,0.01,0.03,0.04,0.03,0.13,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4189,30287.0,Eric Saubert
4189,243.0,0.13,0.25,0.19,74.0,,,,,,1.0,,,,1.28,0.2,,0.13,0.02,0.01,0.01,0.02,0.04,0.02,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4189,30287.0,Eric Saubert
4189,285.0,0.12,0.24,0.18,83.0,,,,,,1.0,,,,1.2,0.2,,0.12,0.02,0.01,0.01,0.02,0.03,0.02,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4189,30287.0,Eric Saubert
4602,206.0,1.64,2.69,2.17,42.0,,,,,,1.0,,,,11.57,1.7,0.08,1.16,0.21,0.11,0.11,0.21,0.32,0.21,1.05,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4602,30777.0,Robert Tonyan
4602,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4602,30777.0,Robert Tonyan
4602,201.0,1.7,2.79,2.25,43.0,,,,,,1.0,,,,11.99,1.7,0.08,1.2,0.22,0.11,0.11,0.22,0.33,0.22,1.09,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4602,30777.0,Robert Tonyan
6955,323.0,1.26,1.65,1.45,71.0,,,,,,1.0,6.83,0.68,1.8,2.49,0.5,,0.25,0.08,0.04,0.04,0.08,0.12,0.08,0.39,,,,,,,,,,,,,,,,0.05,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6955,33138.0,James Robinson
6955,296.0,0.48,0.63,0.55,72.0,,,,,,1.0,2.57,0.26,0.7,0.96,0.2,,0.1,0.03,0.02,0.02,0.03,0.05,0.03,0.15,,,,,,,,,,,,,,,,0.02,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6955,33138.0,James Robinson
6955,369.0,0.52,0.68,0.6,87.0,,,,,,1.0,2.78,0.28,0.7,1.04,0.2,,0.1,0.03,0.02,0.02,0.03,0.05,0.03,0.16,,,,,,,,,,,,,,,,0.02,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6955,33138.0,James Robinson
8056,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8056,33918.0,Jake Verity
8056,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8056,33918.0,Jake Verity
8056,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8056,33918.0,Jake Verity
11082,250.0,0.42,1.02,0.72,66.0,,,,,,1.0,,,,4.18,0.8,,0.42,0.12,0.06,0.06,0.12,0.18,0.12,0.6,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,11082,40335.0,Ben Sims
11082,214.0,0.4,0.98,0.69,58.0,,,,,,1.0,,,,4.05,0.8,,0.4,0.12,0.06,0.06,0.12,0.17,0.12,0.58,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,11082,40335.0,Ben Sims
11082,249.0,0.44,1.06,0.75,65.0,,,,,,1.0,,,,4.38,0.8,,0.44,0.13,0.06,0.06,0.13,0.19,0.13,0.63,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11082,40335.0,Ben Sims
1689,45.0,7.66,12.62,10.14,19.0,,,,,,1.0,,,,53.91,8.3,0.41,5.39,0.99,0.5,0.5,0.99,1.49,0.99,4.95,4.95,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1689,27277.0,Adam Thielen
1689,42.0,7.7,12.68,10.19,17.0,,,,,,1.0,,,,54.17,8.3,0.41,5.42,1.0,0.5,0.5,1.0,1.49,1.0,4.98,4.98,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1689,27277.0,Adam Thielen
1689,32.0,8.42,13.86,11.14,16.0,,,,,,1.0,,,,59.23,8.3,0.45,5.92,1.09,0.54,0.54,1.09,1.63,1.09,5.44,5.44,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,1689,27277.0,Adam Thielen
7436,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7436,33351.0,Mason Kinsey
7436,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7436,33351.0,Mason Kinsey
7436,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7436,33351.0,Mason Kinsey
CAR,999.0,6.12,6.12,6.12,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.88,3.93,0.05,2.39,1.0,20.0,9.53,0.05,0.64,0.52,0.58,0.1,47.96,38.43,0.05,0.05,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,CAR,100029.0,Carolina
CAR,999.0,5.82,5.82,5.82,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,305.52,3.75,0.05,2.27,,22.25,9.1,0.05,0.61,0.49,0.55,0.1,45.79,36.69,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,13,,CAR,100029.0,Carolina
CAR,999.0,6.21,6.21,6.21,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,349.73,4.31,0.06,2.36,,24.0,10.47,0.06,0.63,0.52,0.63,0.12,52.7,42.23,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,CAR,100029.0,Carolina
5022,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5022,31019.0,Dallas Goedert
5022,49.0,6.38,10.06,8.22,5.0,,,,,,1.0,,,,42.41,5.1,0.36,4.24,0.74,0.37,0.37,0.74,1.1,0.74,3.68,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,5022,31019.0,Dallas Goedert
5022,65.0,6.24,9.84,8.04,7.0,,,,,,1.0,,,,41.49,5.1,0.35,4.15,0.72,0.36,0.36,0.72,1.08,0.72,3.6,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5022,31019.0,Dallas Goedert
4983,38.0,8.7,13.29,10.99,17.0,,,,,,1.0,4.05,0.41,0.77,61.48,7.7,0.36,6.15,0.92,0.46,0.46,0.92,1.38,0.92,4.59,4.59,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,12,,4983,30994.0,DJ Moore
4983,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4983,30994.0,DJ Moore
4983,33.0,9.02,13.78,11.4,17.0,,,,,,1.0,4.2,0.42,0.8,63.75,7.7,0.37,6.38,0.95,0.48,0.48,0.95,1.43,0.95,4.76,4.76,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,14,,4983,30994.0,DJ Moore
5917,191.0,3.68,5.62,4.65,83.0,,,,,,1.0,1.83,0.18,0.32,21.99,2.6,0.16,2.2,0.39,0.19,0.19,0.39,0.58,0.39,1.94,1.94,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,8.13,,,,,,,13.48,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,0.73,,,,,,12,,5917,31888.0,Mecole Hardman Jr.
5917,168.0,3.57,5.45,4.51,72.0,,,,,,1.0,1.78,0.18,0.31,21.35,2.6,0.16,2.13,0.38,0.19,0.19,0.38,0.57,0.38,1.88,1.88,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,7.89,,,,,,,13.09,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,0.71,,,,,,13,,5917,31888.0,Mecole Hardman Jr.
5917,184.0,3.58,5.48,4.53,81.0,,,,,,1.0,1.79,0.18,0.32,21.44,2.6,0.16,2.14,0.38,0.19,0.19,0.38,0.57,0.38,1.89,1.89,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,7.92,,,,,,,13.14,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,0.71,,,,,,14,,5917,31888.0,Mecole Hardman Jr.
4985,367.0,0.57,0.65,0.61,90.0,,,,,,1.0,3.08,0.31,0.6,0.59,0.1,0.01,0.06,0.02,0.01,0.01,0.02,0.02,0.02,0.08,,,,,,,,,,,,,,,,0.02,0.01,0.08,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4985,30997.0,Rashaad Penny
4985,297.0,0.55,0.62,0.58,73.0,,,,,,1.0,2.97,0.3,0.6,0.57,0.1,0.01,0.06,0.02,0.01,0.01,0.02,0.02,0.02,0.08,,,,,,,,,,,,,,,,0.02,0.01,0.08,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4985,30997.0,Rashaad Penny
4985,371.0,0.53,0.61,0.57,89.0,,,,,,1.0,2.9,0.29,0.6,0.55,0.1,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.07,,,,,,,,,,,,,,,,0.02,0.01,0.07,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4985,30997.0,Rashaad Penny
10219,348.0,0.83,1.06,0.95,85.0,,,,,,1.0,4.31,0.43,1.1,1.63,0.3,,0.16,0.05,0.02,0.02,0.05,0.07,0.05,0.23,,,,,,,,,,,,,,,,0.04,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,10219,,
10219,292.0,0.51,0.74,0.62,70.0,,,,,,1.0,2.37,0.24,0.6,1.69,0.3,,0.17,0.05,0.02,0.02,0.05,0.07,0.05,0.23,,,,,,,,,,,,,,,,0.02,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,10219,,
10219,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,10219,,
ATL,999.0,6.4,6.4,6.4,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,335.76,4.35,0.06,2.34,,21.5,10.25,0.06,0.71,0.51,0.62,0.12,54.43,44.18,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12,,ATL,100001.0,Atlanta
ATL,999.0,6.78,6.78,6.78,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.76,4.33,0.08,2.4,1.0,20.75,10.21,0.08,0.73,0.53,0.62,0.16,54.22,44.01,0.08,0.06,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,ATL,100001.0,Atlanta
ATL,999.0,6.37,6.37,6.37,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.45,4.46,0.06,2.29,,21.5,10.51,0.06,0.7,0.51,0.64,0.13,55.82,45.31,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,ATL,100001.0,Atlanta
